Date,Open,High,Low,Close,Adj Close,Volume
2020-06-22,136.550003,137.750000,135.199997,137.380005,136.334000,1448100
2020-06-23,138.550003,139.839996,137.380005,139.070007,138.011139,1385200
2020-06-24,137.649994,138.000000,134.130005,135.089996,134.061432,2357300
2020-06-25,133.720001,136.279999,132.229996,136.110001,135.073669,2310900
2020-06-26,135.199997,135.380005,129.279999,130.080002,129.709015,3282000
2020-06-29,131.300003,134.729996,130.119995,134.550003,134.166260,2336200
2020-06-30,136.220001,140.750000,134.919998,140.220001,139.820084,6473300
2020-07-01,158.850006,163.649994,155.759995,156.660004,156.213211,17967500
2020-07-02,158.600006,159.720001,155.279999,155.479996,155.036560,4046900
2020-07-06,157.899994,158.399994,153.660004,156.270004,155.824326,3015800
2020-07-07,154.270004,159.949997,154.130005,158.539993,158.087830,2582800
2020-07-08,158.119995,159.380005,156.270004,158.559998,158.107788,2110700
2020-07-09,158.000000,158.750000,155.320007,155.740005,155.295837,2238300
2020-07-10,156.199997,159.009995,155.970001,158.589996,158.137695,1746200
2020-07-13,160.000000,160.220001,155.660004,156.229996,155.784424,1735900
2020-07-14,156.229996,158.919998,155.529999,158.500000,158.047958,1641100
2020-07-15,160.419998,162.529999,159.039993,161.250000,160.790115,3332800
2020-07-16,161.770004,167.100006,160.470001,166.100006,165.626282,4100000
2020-07-17,167.279999,168.119995,164.910004,165.979996,165.506622,2047900
2020-07-20,164.889999,165.550003,162.809998,164.130005,163.661896,1593300
2020-07-21,165.100006,167.559998,164.410004,165.500000,165.027985,1731700
2020-07-22,164.639999,165.940002,163.440002,165.139999,164.669022,1231800
2020-07-23,165.410004,167.389999,164.649994,165.990005,165.516602,1387200
2020-07-24,164.690002,166.880005,164.190002,165.039993,164.569290,1545900
2020-07-27,165.000000,170.720001,163.860001,170.639999,170.153336,2926400
2020-07-28,169.419998,170.330002,166.710007,166.929993,166.453903,2374500
2020-07-29,167.100006,171.369995,167.009995,169.550003,169.066437,4623800
2020-07-30,174.149994,174.500000,169.860001,172.710007,172.217438,5407300
2020-07-31,172.000000,172.710007,167.990005,168.399994,167.919708,2488000
2020-08-03,169.550003,170.589996,168.529999,169.220001,168.737381,1503400
2020-08-04,169.220001,171.479996,169.199997,170.660004,170.173279,1264000
2020-08-05,171.850006,172.419998,170.240005,171.699997,171.210312,1310000
2020-08-06,172.000000,173.479996,171.320007,172.240005,171.748779,1364900
2020-08-07,172.470001,183.880005,172.470001,183.529999,183.006561,6309700
2020-08-10,188.160004,200.460007,187.339996,199.979996,199.409653,10815100
2020-08-11,199.990005,203.589996,195.139999,196.449997,195.889725,5998200
2020-08-12,200.000000,206.240005,199.020004,201.960007,201.384018,6239400
2020-08-13,200.679993,204.789993,199.610001,203.860001,203.278580,3663800
2020-08-14,202.070007,209.639999,201.860001,208.600006,208.005081,4633000
2020-08-17,210.000000,211.559998,206.039993,206.639999,206.050659,2662000
2020-08-18,206.369995,208.429993,204.179993,206.970001,206.379715,3040400
2020-08-19,206.839996,210.940002,206.839996,207.880005,207.287125,2218000
2020-08-20,206.229996,209.199997,205.059998,208.820007,208.224442,1532800
2020-08-21,209.160004,212.940002,208.500000,210.490005,209.889679,2034100
2020-08-24,212.960007,217.949997,211.990005,217.399994,216.779968,3393700
2020-08-25,219.169998,219.580002,213.220001,214.309998,213.698776,2160200
2020-08-26,215.729996,217.119995,214.080002,215.770004,215.154617,1518200
2020-08-27,216.100006,218.880005,215.080002,218.210007,217.587662,2014900
2020-08-28,218.229996,223.660004,218.009995,221.899994,221.267136,2996100
2020-08-31,221.800003,224.199997,219.800003,219.839996,219.213013,1839300
2020-09-01,219.990005,226.550003,219.139999,225.460007,224.816986,1904800
2020-09-02,227.119995,229.000000,223.070007,227.910004,227.259995,1680700
2020-09-03,228.130005,231.580002,218.589996,220.970001,220.970001,4003800
2020-09-04,222.460007,228.240005,217.399994,226.119995,226.119995,2879800
2020-09-08,223.789993,225.750000,219.720001,221.050003,221.050003,2121100
2020-09-09,226.000000,228.850006,224.119995,225.750000,225.750000,3222700
2020-09-10,229.490005,229.490005,222.889999,224.440002,224.440002,2443300
2020-09-11,226.440002,233.669998,225.470001,232.789993,232.789993,4842800
